line_number	opinion_number	domain	original_text	translated_text	timestamp
1633	1636	medycyna	Pani doktor, podobnie jak i inne panie z Oddziału Hematologii w Rzeszowie przy ul. Szopena, jest po prostu niedostępna – żeby się dodzwonić do niej do szpitala, trzeba mieć dużo cierpliwości – jest niemiła. Nie wiem, jak można pracować na oddziale, takim oddziale, i nie mieć dla ludzi ani trochę szacunku, współczucia, nie mówiąc o kulturze. Jeszcze nigdy mnie (pacjentowi) czy rodzinie nie odpowiedziała na słowo „dzień dobry”; sama również nie mówi, wchodząc na salę, po prostu brak kultury. Nie będę przytaczała innych przykładów, bo po pierwsze nie chcę być rozpoznana, a po drugie nie chcę się denerwować.	"Doctor, just like the other ladies from the Hematology Department in Rzeszów at Szopena Street, is simply unreachable – to get through to her at the hospital, you need a lot of patience – she is unpleasant. I don’t understand how someone can work in a department, such a department, and have no respect or compassion for people, let alone basic manners. She has never once responded to me (a patient) or my family when we said ""good morning""; she herself doesn’t greet anyone when entering the room, it’s simply a lack of courtesy. I won’t cite other examples because, first of all, I don’t want to be identified, and secondly, I don’t want to get upset."	2025-08-25T12:42:30.652445
1635	1638	medycyna	Byłam u Pana Doktora już po raz drugi z barkiem, znowu jestem zadowolona z wizyty, mam nadzieję, że obejdzie się bez operacji. Niestety trafiałam do lekarzy, takich do których nie chciałabym trafić, ale Pan jest godny polecenia innym pacjentom. Życzliwy, porozmawia z pacjentem, wysłucha i nie powie: „Po co mi tu babo przyszłaś i zawracasz głowę, mam tu wielu pacjentów bardziej schorowanych”. Pan Doktor mi doradził, co zrobić w międzyczasie, żeby bark bolał jak najmniej, a mam nadzieję, że dalsze leczenie u Pana przyniesie właściwy skutek.	"I have visited the doctor for the second time with my shoulder issue, and once again, I am satisfied with the visit. I hope that surgery can be avoided. Unfortunately, I have encountered doctors whom I would not wish to see again, but this doctor is worthy of recommendation to other patients. He is kind, takes the time to talk with the patient, listens, and does not say things like, ""Why did you come here and bother me, woman? I have many more seriously ill patients."" The doctor advised me on what to do in the meantime to minimize shoulder pain, and I hope that further treatment with him will bring the right results."	2025-08-25T12:42:52.856575
1634	1637	medycyna	Byłam u pani doktor Anny Kowalskiej dwa razy. Pierwsza wizyta miła, można powiedzieć, że kontrolna, ponieważ chciała mi zrobić cytologię i skonsultować coś, co mnie niepokoiło. Wyszłam zadowolona, badanie nie należało do tych delikatnych, ale nie zawsze to jest najważniejsze, bo w sumie załatwiła mi wszystko, na czym mi zależało. Druga wizyta po miesiącu z wynikiem cytologii. Okazało się, że jestem w siódmym tygodniu ciąży. I tu ogromne rozczarowanie: pomimo tego, że bardzo źle się czułam, a moja praca wymagała dużo dźwigania, pani doktor Anna Kowalska nawet nie chciała słyszeć o zwolnieniu (po wizycie u innego lekarza okazało się, że muszę brać silne leki na podtrzymanie ciąży z bezwzględnym nakazem leżenia), mało tego, usłyszałam, że zwolnienie dostanę dopiero po dwunastym tygodniu ciąży!!! (czyli gdy zakończy się pierwszy trymestr, najbardziej groźny dla dzidziusia – miałam wrażenie, że pani doktor wyznaje zasadę, że jeśli ciąża nie dotrwa do końca pierwszego trymestru, to nie jest to ciąża). Nie założyła mi nawet karty ciąży, uznając to za zbędną formalność. Stanowczo odradzam dziewczynom w ciąży!!!	I visited Dr. Anna Kowalska twice. The first visit was pleasant, you could say it was a check-up, as she wanted to perform a Pap smear and consult on something that was worrying me. I left satisfied; the examination wasn't gentle, but that's not always the most important thing, as she took care of everything I needed. The second visit was a month later for the Pap smear results. It turned out I was in my seventh week of pregnancy. And here came the huge disappointment: despite feeling very unwell and my job requiring a lot of heavy lifting, Dr. Anna Kowalska didn't even want to hear about giving me a sick leave (after visiting another doctor, it turned out I needed to take strong medication to support the pregnancy with an absolute order to rest). Moreover, I was told that I would only get sick leave after the twelfth week of pregnancy!!! (meaning after the first trimester, which is the most dangerous for the baby—I had the impression that Dr. Kowalska believed that if a pregnancy doesn't last until the end of the first trimester, it isn't a pregnancy). She didn't even set up a pregnancy file for me, considering it an unnecessary formality. I strongly discourage pregnant women from visiting her!!!	2025-08-25T12:43:07.095015
1636	1639	medycyna	Bardzo dobra organizacja gabinetu i kultura osobista. Jednak pomimo moich uwag o bardzo słabym samopoczuciu, zmęczeniu i osłabieniu, doktor stwierdził, że moje wyniki są w normie laboratoryjnej (były przy niższym progu testosteron i przy wyższym tarczyca). Jak się później okazało, interwencja farmakologiczna była jednak potrzebna. Czyli wizyta ok, ale zabrakło mi tam zrozumienia pacjenta i szerszej perspektywy na moje dolegliwości.	Excellent organization of the office and personal courtesy. However, despite my comments about feeling very unwell, tired, and weak, the doctor stated that my results were within the laboratory norm (testosterone was at the lower threshold and thyroid levels were at the higher end). As it later turned out, pharmacological intervention was indeed necessary. So, the visit was okay, but I felt there was a lack of patient understanding and a broader perspective on my ailments.	2025-08-25T12:43:26.263570
1637	1640	medycyna	Choruję już od bardzo długiego czasu. Przez wiele lat odczuwałam stały ból, okresami bardzo silny, obydwu barków. Jestem młodą osobą, mam 30 lat, i takie dolegliwości w zasadzie odebrały mi radość z życia. Byłam u wielu specjalistów, w zasadzie z różnym skutkiem, ale nigdy poprawa nie trwała zbyt długo. Diagnozy, hmm, co lekarz to inna. Byłam naprawdę zdesperowana, trudno było uwierzyć jeszcze komuś w cokolwiek. Szukałam już cudotwórcy, nie lekarza; tonący brzytwy się chwyta. O panu Janie Kowalskim dowiedziałam się od koleżanki. Swoją wstępną diagnozę postawił dopiero po tygodniu badań, testów i próbnego leczenia, z czymś takim spotkałam się po raz pierwszy. Powiem tak: nie było łatwo, ulgę poczułam dopiero po miesiącu, ale ulga trwała coraz dłużej i ból był mniejszy. Teraz bólu prawie nie ma, tylko przy bardzo gwałtownych ruchach, mogę spać, pracować i ćwiczyć. Pan Jan Kowalski to prawdziwy specjalista, choć stosuje bardzo niestandardowe metody, ale niesamowicie skuteczne. Polecam gorąco.	I have been ill for a very long time. For many years, I experienced constant pain in both shoulders, sometimes very severe. I am a young person, 30 years old, and such ailments essentially took away my joy in life. I have seen many specialists, with varying results, but the improvement never lasted very long. Diagnoses, hmm, each doctor had a different one. I was truly desperate; it was hard to believe anyone about anything anymore. I was already looking for a miracle worker, not a doctor; a drowning man will clutch at a straw. I learned about Mr. Jan Kowalski from a friend. He made his initial diagnosis only after a week of examinations, tests, and trial treatment—I encountered something like this for the first time. I will say this: it wasn't easy, I felt relief only after a month, but the relief lasted longer and longer, and the pain was less. Now there is almost no pain, only with very sudden movements; I can sleep, work, and exercise. Mr. Jan Kowalski is a true specialist, although he uses very unconventional methods, but incredibly effective. I highly recommend him.	2025-08-25T12:43:41.294602
1639	1642	medycyna	Z diety jestem bardzo zadowolona, przepisy bardzo smaczne i szybkie w przygotowaniu. Duzym minusem jest czas oczekiwania na dietę (ponad 2 tygodnie) mimo częstego kontaktu (sms, mail) – co było dla mnie dużym zaskoczeniem, ponieważ przy pierwszym spotkaniu pani Anna Kowalska wydała się bardzo sympatyczną i kompetentną osobą.	I am very satisfied with the diet; the recipes are very tasty and quick to prepare. A major downside is the waiting time for the diet (over 2 weeks) despite frequent contact (SMS, email) – which was a big surprise to me, because during the first meeting, Ms. Anna Kowalska seemed like a very pleasant and competent person.	2025-08-25T12:43:55.840156
1638	1641	medycyna	Przyjechaliśmy z synem do szpitala z bólem brzucha. Pan doktor natychmiast trafnie zdiagnozował zapalenie wyrostka i przyjął nas na oddział. Swoim zdecydowaniem i profesjonalnym podejściem uspokoił zarówno dziecko, jak i nas – rodziców. Pan doktor ma niezwykłe podejście do dzieci; za każdym razem, jak badał syna, ściągał mu opatrunek czy szwy, odwracał jego uwagę pełną humoru rozmową. Nie lekceważył moich pytań, chociaż teraz wiem, że te, szczególnie zadawane przed operacją, nie były mądre. Zdecydowanie uważam, że pan doktor ma talent poparty pracą i doświadczeniem. Pan doktor codziennie rano pytał dziecko, jak się czuje, i odpowiadał na pytania; widziałam szczere zainteresowanie, które sprawiło, że czuliśmy się dobrze i bezpiecznie. Lekarz, który robił USG przed decyzją o wyjściu do domu, zachwycał się pięknym założeniem szwów, i faktycznie miejsce to ładnie wygląda. Szczególnie cenne dla mnie było poczucie humoru pana doktora i siła charakteru, która bije od niego. Dodam, że po operacji nie było żadnych powikłań, gorączki, sączenia się rany – wyniki i stan dziecka bardzo dobre. Pobyt w szpitalu wspominamy bardzo dobrze; wyszliśmy bogatsi o nowych znajomych, którzy leżeli z nami w sali przez ten okres. Dziękuję, panie doktorze!	We came to the hospital with our son due to abdominal pain. The doctor immediately and accurately diagnosed appendicitis and admitted us to the ward. His decisiveness and professional approach calmed both the child and us, the parents. The doctor has an extraordinary approach to children; every time he examined our son, whether removing the dressing or stitches, he would distract him with a humorous conversation. He did not dismiss my questions, even though I now realize that some of them, especially those asked before the surgery, were not very smart. I firmly believe that the doctor has a talent backed by hard work and experience. Every morning, the doctor asked our child how he was feeling and answered his questions; I saw genuine interest, which made us feel comfortable and safe. The doctor who performed the ultrasound before the decision to discharge us admired the beautifully placed stitches, and indeed, the area looks very neat. Particularly valuable to me were the doctor's sense of humor and the strength of character he radiates. I should add that after the surgery, there were no complications, no fever, no wound discharge—the results and the child's condition are excellent. We remember our hospital stay very fondly; we left with new friends we met in the ward during that time. Thank you, Doctor!	2025-08-25T12:44:25.192726
1641	1644	medycyna	Pan doktor jest w samym słowa znaczenia profesjonalistą. Polecam każdemu, konkretny w swoim fachu. Wszystkie diagnozy, które postawił, są trafne i nie zamieniłabym go na innego – prowadzi mojego męża, który jest po udarze i przeszedł dwa zatory płucne. Serdecznie dziękuję. Anna Kowalska.	The doctor is a true professional in every sense of the word. I recommend him to everyone—he is highly skilled in his field. All the diagnoses he has made have been accurate, and I wouldn’t trade him for another doctor. He is treating my husband, who suffered a stroke and two pulmonary embolisms. Warmest thanks. Anna Kowalska.	2025-08-25T12:44:39.882379
1640	1643	medycyna	Pani doktor jest miła, ale mało delikatna i niestety w moim przypadku sprawiła, że nieustannie czuję okropny ból, którego przed wizytą w gabinecie nigdy wcześniej nie odczuwałam. Dodatkowo moje dolne równe zęby spiłowała tak krzywo pod korony, że daleko jest to od pojęcia stomatologii estetycznej, a tym bardziej komfortu życia. „Profilaktyka leczenia próchnicy” to niestety zwykle nakłanianie na zbędne leczenie i to w dodatku bardzo kosztowne. Żałuję, że nie skonsultowałam tego, co powiedziała pani doktor, z innym dentystą. Zapewne uniknęłabym bólu, który trwa do dzisiaj po leczeniu w gabinecie. Po założeniu koron, do których musiałam mieć zdrowe zęby, po zaledwie kilku miesiącach podczas jednej z kontroli powiedziała, że mam próchnicę na innych zębach, którą niestety dałam sobie wyleczyć. I w ten sposób z niebolących zębów pani doktor sprawiła, że cały zgryz się zmienił, ciągle boli mnie cała szczęka, nie mogę gryźć zwykłych posiłków, już nie wspominając o twardych produktach, a te „wyleczone” zęby bolą mnie nieustannie od momentu ich „wyleczenia z próchnicy”, czyli od ponad kilku miesięcy. Chcąc poprawić estetykę dwóch górnych zębów, pani doktor uszkodziła mi dodatkowo kilka zdrowych na dole i mówiła, że to „normalne” przygotowanie pod korony. Żałuję, że na to się zgodziłam i dałam sobie spiłować dół, ponieważ przez to zmienił mi się zgryz, a nie sądziłam, że będzie to aż tak wielka ingerencja w zęby i tak mocne piłowanie moich wcześniej prostych zębów, które są teraz krzywe i bolące, bo pani doktor zależało na tym, ażeby zrobić to jak najszybciej, a nie jak najlepiej. Przed tym całym leczeniem nie odczuwałam żadnego bólu, a po „leczeniu” czuję go ciągle. Wolałabym oddać te pieniądze za darmo niż leczyć je ponownie w gabinecie pani doktor. Mimo wielu korekt pani doktor nie potrafiła naprawić moich zębów. Leczenie się tutaj to najgorsza decyzja, jaką podjęłam, z którą niestety będę musiała jeszcze długo się męczyć. Sugeruję skonsultować plan leczenia zalecony przez panią doktor z innym dentystą, najlepiej zaufanym. Ja niestety trafiłam tutaj przez przypadek i z pewnością nie chcę tam wracać. Nie polecam.	"The doctor is nice, but not very gentle, and unfortunately, in my case, she caused me to feel constant, terrible pain that I had never experienced before the visit to her office. Additionally, she filed my lower, even teeth so crookedly for the crowns that it is far from the concept of aesthetic dentistry, let alone comfort in life. ""Preventive caries treatment"" unfortunately usually means pushing for unnecessary procedures, and very expensive ones at that. I regret not consulting what the doctor said with another dentist. I probably would have avoided the pain that has lasted until today after the treatment in her office. After placing the crowns, for which I had to have healthy teeth, just a few months later during one of the check-ups, she said I had cavities in other teeth, which I unfortunately allowed her to treat. And this way, the doctor turned my non-painful teeth into a situation where my entire bite has changed, my whole jaw hurts constantly, I can't chew regular meals, not to mention hard foods, and these ""treated"" teeth have been hurting me non-stop since they were ""treated for cavities,"" which was over several months ago. Wanting to improve the aesthetics of my two upper teeth, the doctor additionally damaged several healthy ones on the bottom and said it was ""normal"" preparation for crowns. I regret agreeing to this and letting her file down my lower teeth because it changed my bite, and I didn't expect it to be such a major intervention or such aggressive filing of my previously straight teeth, which are now crooked and painful, all because the doctor was focused on doing it as quickly as possible, not as well as possible. Before all this treatment, I felt no pain, but after the ""treatment,"" I feel it constantly. I would rather give that money away for free than have to undergo treatment again at this doctor's office. Despite many adjustments, the doctor was unable to fix my teeth. Getting treated here was the worst decision I ever made, and unfortunately, I will have to suffer with it for a long time. I suggest consulting the treatment plan recommended by this doctor with another dentist, preferably one you trust. Unfortunately, I ended up here by chance, and I certainly do not want to go back. I do not recommend."	2025-08-25T12:45:30.664459
1642	1645	medycyna	Miałem operowany jeden poziom dyskopatii szyjnej w czerwcu 2012 roku w szpitalu w Grodzisku Mazowieckim. Operacja przebiegła bez komplikacji. Doktor Jan Kowalski ma dobrą opinię wśród pacjentów, a operuje, jak powiedział ordynator doktor Jan Kowalski, „dużo kręgosłupów”, co czyni go dobrym fachowcem. Bardzo polecam doktora Jana Kowalskiego.	"I had surgery for one level of cervical discopathy in June 2012 at the hospital in Grodzisk Mazowiecki. The surgery proceeded without complications. Doctor Jan Kowalski has a good reputation among patients, and as the head of the department, Doctor Jan Kowalski said, he ""operates on many spines,"" which makes him a good specialist. I highly recommend Doctor Jan Kowalski."	2025-08-25T12:45:47.354912
1643	1646	medycyna	Wizyta odbyła się z półgodzinnym opóźnieniem, sam przebieg wizyty bez rewelacji. Uprzejmie, aczkolwiek chłodno. Została zrobiona jedna plomba wraz ze znieczuleniem – koszt 140 zł (trochę drogo w porównaniu do innych dentystów, u których wcześniej leczyłam zęby; mam nadzieję, że przynajmniej jest dobrej jakości i że za kilka miesięcy nie wypadnie; znieczulenie również jak dla mnie słabe). Podsumowując – czy jestem zadowolona z wizyty, okaże się za kilka miesięcy, o ile plomba będzie wciąż na swoim miejscu.	The visit took place with a half-hour delay, and the course of the appointment itself was uneventful. Polite, though somewhat cold. One filling was done along with anesthesia—cost 140 zł (a bit expensive compared to other dentists I’ve visited before; I hope it’s at least good quality and won’t fall out in a few months; the anesthesia was also weak, in my opinion). In summary—whether I’m satisfied with the visit will be clear in a few months, provided the filling is still in place.	2025-08-25T12:45:51.450584
1644	1647	medycyna	Świetny lekarz. Kompetentny, z ogromną wiedzą i doświadczeniem. Potrafi przyjąć pacjenta u siebie w domu niemal w środku nocy albo też przyjechać z wizytą domową. Jako lekarz super, ale z pewnością nie jest to człowiek przystępny. Raczej gburowaty i zamknięty w sobie.	Excellent doctor. Competent, with vast knowledge and experience. Can see a patient at his own home almost in the middle of the night or come for a home visit. As a doctor, he's great, but he is certainly not an approachable person. Rather rude and withdrawn.	2025-08-25T12:46:07.115045
1645	1648	medycyna	To chyba najlepsze określenie tej osoby – najgorszy człowiek. Bo jako lekarz to nie powinna istnieć. Ktoś, kto nie ma podejścia i współczucia dla ludzi, nie wspomnę o pacjentach, nie powinien być lekarzem. Chory człowiek potrzebuje nie tylko leków, zabiegów, łóżka szpitalnego – potrzebuje miłej atmosfery, potrzebuje wiedzy na temat swojej choroby. Dlatego lekarz powinien być choć trochę miły, trochę mieć współczucia dla chorego, ale na pewno nie może być tak bardzo ordynarnym lekarzem jak ta pani doktor. To życiowa pomyłka tej pani, jeśli chodzi o zawód lekarza. To horror dla pacjentów!!!	This is probably the best description of this person – the worst human being. Because as a doctor, she should not exist. Someone who has no approach or compassion for people, not to mention patients, should not be a doctor. A sick person doesn't just need medication, procedures, a hospital bed – they need a pleasant atmosphere, they need knowledge about their illness. That's why a doctor should be at least a little kind, have some compassion for the sick, but they certainly cannot be as rude a doctor as this lady. It's a life mistake on her part when it comes to the profession of a doctor. It's a horror for patients!!!	2025-08-25T12:46:13.774850
1647	1650	medycyna	Według mnie wszystko było ok. Co prawda przy próbie odessania krwi z ucha pociemniało mi w oczach i do końca dnia, zamiast cukierkami, zajadałem się środkami przeciwbólowymi, ale diagnoza była najwidoczniej prawidłowa, bo po kilku dniach od wizyty jest zdecydowanie lepiej ;) Pozdrawiam.	In my opinion, everything was fine. Admittedly, while trying to suction blood from my ear, my vision went dark, and for the rest of the day, instead of candies, I was indulging in painkillers, but the diagnosis was apparently correct, because a few days after the visit, it's definitely better ;) Best regards.	2025-08-25T12:46:28.927121
1646	1649	medycyna	Miała u tego pana robioną korekcję uszu. Efekt jest taki, że jedno ucho mam zdeformowane i zabieg trzeba będzie poprawiać. Jednakże to, że zabieg się nie powiódł i trzeba go powtórzyć, jestem w stanie zrozumieć, bo takie przypadki się zdarzają. Jednakże sposób, w jaki doktor się zachowywał, był dla mnie niezrozumiały. Gdyby nie to, że sama naciskałam na wizycie kontrolnej, że jest coś nie tak i raczej nie zanosi się na poprawę – bo jak to określił pan doktor: „może samo się rozejdzie” – to raczej sam by się tym nie zainteresował. Sam zabieg, jak to określił, jest łatwy do przeprowadzenia, może dlatego podszedł do niego z takim lekceważeniem.	"I had an ear correction procedure done by this doctor. The result is that one of my ears is deformed and the procedure will need to be redone. However, the fact that the procedure was unsuccessful and needs to be repeated is something I can understand, as such cases do happen. What I found incomprehensible, though, was the doctor's behavior. If I hadn't insisted during the follow-up visit that something was wrong and that it was unlikely to improve on its own—because, as the doctor put it, ""it might resolve itself""—he probably wouldn't have taken any interest in it himself. He described the procedure as easy to perform, which might be why he approached it with such disregard."	2025-08-25T12:46:37.631820
1649	1652	medycyna	Światowy Dzień Nadciśnienia Płucnego ma obudzić w społeczeństwie świadomość na temat tej choroby oraz wyrazić wsparcie dla osób, które z nią żyją. W tym roku w geście solidarności z chorymi będzie można wziąć udział w kampanii prowadzonej na kanałach społecznościowych z hashtagiem #GlobalWave4PH. Nadciśnienie płucne (NP) to zespół objawów klinicznych spowodowanych wzrostem ciśnienia w krążeniu płucnym, czyli w obiegu krwi pomiędzy prawą komorą, płucami a lewym przedsionkiem serca. Istnieje kilka kategorii tej choroby: NP spowodowane wrodzoną wadą serca, w przebiegu chorób płuc, o wieloczynnikowym patomechanizmie, przewlekłe zakrzepowo-zatorowe oraz tętnicze nadciśnienie płucne. Te dwie ostatnie postaci choroby są najgroźniejsze – informują organizatorzy akcji.	World Pulmonary Hypertension Day aims to raise public awareness about this disease and express support for those living with it. This year, as a gesture of solidarity with patients, you can participate in a campaign on social media channels using the hashtag #GlobalWave4PH. Pulmonary hypertension (PH) is a syndrome of clinical symptoms caused by increased pressure in the pulmonary circulation, which is the blood flow between the right ventricle, the lungs, and the left atrium of the heart. There are several categories of this disease: PH caused by congenital heart defects, in the course of lung diseases, with a multifactorial pathomechanism, chronic thromboembolic pulmonary hypertension, and pulmonary arterial hypertension. The latter two forms of the disease are the most dangerous, according to the campaign organizers.	2025-08-25T12:47:03.030127
1648	1651	medycyna	"Zgadzam się z moimi poprzedniczkami! Oszust! Sama dałam się naciągnąć u niego na jakieś zabiegi, za które zapłaciłam paręset złotych! Teraz widzę, że zupełnie niepotrzebnie. Mało tego, gdy zaszłam w ciążę, zapisał mi jakieś leki na menopauzę. Dobrze, że przeczytałam ulotkę, bo inaczej straciłabym dziecko. Gdy poszłam zapytać, o co chodzi z tymi lekami, to uciekał do gabinetu, chowając się przede mną! WSTYD! TO jest facet i lekarz! Odradzam! Leki oczywiście zapisane z kolorowych folderów dostarczonych przez przedstawicieli! Nawet za zdjęcie USG kazał sobie płacić 10 zł. Pozostawiam to wszystko bez komentarza i szczerze radzę trzymać się z daleka od tego gościa. Były nas cztery koleżanki, które korzystałyśmy z jego ""usług"". Dziś żadna z nas, Bogu dzięki, tam nie chodzi! POLIMED z Janem Kowalskim na czele to pomyłka!"	"I agree with the previous speakers! A fraud! I myself was talked into some treatments by him, for which I paid a few hundred złoty! Now I see it was completely unnecessary. What's more, when I became pregnant, he prescribed me some medications for menopause. It's a good thing I read the leaflet, otherwise I would have lost my child. When I went to ask what was going on with those medications, he ran into his office, hiding from me! SHAME! THAT is a man and a doctor! I do not recommend! The medications were obviously prescribed from colorful brochures provided by representatives! He even charged 10 złoty for an ultrasound photo. I leave all of this without comment and sincerely advise staying far away from this guy. There were four of us friends who used his ""services."" Today, thank God, none of us go there anymore! POLIMED with Jan Kowalski at the helm is a mistake!"	2025-08-25T12:47:07.945358
1651	1654	medycyna	"Od niedawna jestem pacjentką tego lekarza w ""Koperniku"". Nie mogę się wypowiedzieć na temat jego wiedzy, bo nie mam wykształcenia lekarskiego, natomiast podejście do pacjentki jest zdecydowanie lepsze niż innych lekarzy w tej placówce. Poza tym zawsze z uwagą czyta każdy dokument, a jeśli jest taka konieczność, to sam umawia terminy radio- lub chemioterapii. Mam do niego zaufanie."	"I have recently become a patient of this doctor at ""Kopernik"". I cannot comment on his medical knowledge since I don't have a medical background, but his approach to patients is definitely better than that of other doctors at this facility. Additionally, he always carefully reads every document, and if necessary, he personally schedules appointments for radiation or chemotherapy. I trust him."	2025-08-25T12:47:23.920698
1650	1653	medycyna	Spotkania z Janem Kowalskim w moim przypadku wystartowały na początku roku. Nie lubię sztywnej, gabinetowej atmosfery ani terapeutów, którzy ostentacyjnie zerkają pod koniec rozmowy na zegarek. Dlatego cieszę się, że istnieje możliwość spotkania z terapeutą w przestrzeni bardziej intymnej, przy kawie, na spokojnie, w normalnej, niegabinetowej atmosferze (ta gabinetowa mnie osobiście przyprawia o dodatkowy stres). Mamy za sobą kilka (może kilkanaście) sesji. To, co mnie osobiście najbardziej przypadło do gustu, to elementy terapii prowokatywnej, które Jan Kowalski w swoich sesjach coraz częściej stosuje (kto nie zna – zachęcam do poczytania na ten temat, bardzo odważny i ciekawy sposób prowadzenia terapii). Nie ma na tych sesjach tematów tabu – o wszystkim można szczerze porozmawiać, poruszyć każdy nurtujący problem. Jeszcze jeden bardzo ważny element terapii z Janem Kowalskim to interakcja. To człowiek, który słucha aktywnie, odpowiada, drąży temat, jest na sto procent skupiony na tym, co dzieje się na terapii (mam za sobą spotkania z terapeutą, który siedział jak kołek i minuty ciszy między nami przyprawiały mnie o gorączkę). Podsumowując – polecam gorąco. Jak nie wiecie, jak coś powiedzieć, Jan Kowalski znajdzie sposób – w moim przypadku to było przelewanie niektórych spraw na papier. Jest jeszcze jedna ogromna zaleta tego terapeuty – uczciwość. Jeśli Jan Kowalski widzi, że jest lepiej, że praca nad sobą, proponuje spotkania z mniejszą częstotliwością.	My sessions with Jan Kowalski began at the start of the year. I don’t like the stiff, clinical office atmosphere or therapists who conspicuously glance at the clock toward the end of a session. That’s why I’m glad there’s an option to meet with a therapist in a more intimate setting, over coffee, in a relaxed, non-clinical environment (the clinical one personally gives me extra stress). We’ve had several (maybe more than a dozen) sessions so far. What I personally like the most are the elements of provocative therapy that Jan Kowalski increasingly incorporates into his sessions (if you’re not familiar with it, I encourage you to read about it—it’s a very bold and interesting approach to therapy). There are no taboo topics in these sessions—you can talk honestly about anything and bring up every nagging issue. Another very important aspect of therapy with Jan Kowalski is the interaction. He’s someone who listens actively, responds, digs deeper into the topic, and is one hundred percent focused on what’s happening during the session (I’ve had experiences with a therapist who sat like a log, and the minutes of silence between us made me anxious). In summary—I highly recommend him. If you don’t know how to say something, Jan Kowalski will find a way—in my case, it was pouring out certain things on paper. There’s one more huge advantage of this therapist—honesty. If Jan Kowalski sees that things are improving, that the self-work is paying off, he suggests meeting less frequently.	2025-08-25T12:47:51.053591
1653	1656	medycyna	Jako lekarz w porządku, ale w stosunku do mnie był zbyt „bezpośredni”, miał głupie uwagi. Jak zaglądał do ucha, to usiadł tuż przy mnie na przeciwko z rozstawionymi nogami, co moim zdaniem nie było konieczne – mógł usiąść od strony chorego ucha. Mało delikatny, czułam się niezbyt komfortowo.	"He is a competent doctor, but he was too ""direct"" with me and made stupid remarks. When he looked into my ear, he sat right in front of me with his legs spread apart, which in my opinion was unnecessary—he could have sat on the side of the affected ear. He lacked tact, and I felt quite uncomfortable."	2025-08-25T12:48:06.106655
1652	1655	medycyna	Równolegle do działalności naukowej Centrum prowadziło bardzo intensywne działania w obszarze społecznym. Powołaliśmy Akademię Zdrowego Starzenia, która nie jest jedynie uniwersytetem trzeciego wieku, ale i realizacją idei, że osoby starsze należy nie tylko edukować, lecz starać się też zmieniać ich styl życia. W cyklach warsztatów przeszkoliliśmy ok. 1,3 tys. seniorów. Uważamy, że te działania to właściwa droga do propagowania zdrowego starzenia się, dlatego mamy zamiar je kontynuować – zaznaczył Jan Kowalski. Tematy warsztatów w ramach Akademii Zdrowego Starzenia dotyczyły utrzymania sprawności fizycznej i psychicznej, zdrowego odżywiania i radzenia sobie z chorobami typowymi dla osób w starszym wieku. Z zajęć skorzystało 600 seniorów.	Simultaneously with its scientific activities, the Center conducted very intensive work in the social sphere. We established the Academy of Healthy Aging, which is not just a university of the third age, but also the implementation of the idea that older adults should not only be educated but also encouraged to change their lifestyle. Through a series of workshops, we trained approximately 1,300 seniors. We believe that these activities are the right path to promoting healthy aging, which is why we intend to continue them – emphasized Jan Kowalski. The workshop topics within the Academy of Healthy Aging focused on maintaining physical and mental fitness, healthy eating, and managing illnesses typical of older adults. A total of 600 seniors benefited from the classes.	2025-08-25T12:48:14.508105
1654	1657	medycyna	To, co pani doktor zrobiła z moją twarzą, było niemal cudem. Lata próbowałam pozbyć się brzydkich blizn. Całkowity efekt przyszedł co prawda po upływie pewnego czasu i kilku powtórkach, ale byłam o tym uprzedzona i gdy teraz porównuję fotografie, jestem zachwycona. Polecam, bo warto zaufać doktor Annie Kowalskiej!	What the doctor did to my face was almost a miracle. For years, I tried to get rid of the ugly scars. The full effect did come after some time and a few repetitions, but I was warned about this, and now when I compare the photos, I am delighted. I recommend it because it's worth trusting Dr. Anna Kowalska!	2025-08-25T12:48:29.926125
